customer_id,recency,frequency,monetary,R,F,M,rfm_score,segment
1054B96C-4,24,4,209.88,4,4,3,11,Champions
1054C0FA-E,48,2,98.0,4,2,2,8,Potential Loyalist
1054C4A3-6,332,1,39.2,2,1,1,4,Lost
1054FFB6-8,40,3,212.51,4,3,3,10,Loyal
10550713-6,569,2,85.75,1,2,2,5,At Risk
10551AC8-D,67,5,403.88,4,4,4,12,Champions
10552E20-8,669,1,49.0,1,1,1,3,Lost
1055404D-7,294,1,49.0,2,1,1,4,Lost
1055ABB7-5,356,1,74.0,2,1,2,5,At Risk
1055AC22-3,83,1,86.12,4,1,2,7,Potential Loyalist
1055F066-B,44,2,95.55,4,2,2,8,Potential Loyalist
105644C3-2,424,2,343.38,1,2,4,7,Potential Loyalist
1056B157-2,434,1,72.6,1,1,2,4,Lost
1056D60E-9,163,2,255.32,3,2,4,9,Loyal
10570A55-F,410,2,98.0,2,2,2,6,At Risk
10570AFB-4,307,1,49.0,2,1,1,4,Lost
10578F94-A,138,3,126.53,3,3,3,9,Loyal
10578FCD-C,515,1,79.94,1,1,2,4,Lost
1057E570-A,312,2,95.55,2,2,2,6,At Risk
1057E631-8,453,1,46.55,1,1,1,3,Lost
10583F0C-1,170,1,46.55,3,1,1,5,At Risk
1058413D-B,180,6,288.1,3,4,4,11,Champions
10584C7F-0,127,4,241.57999999999998,3,4,4,11,Champions
10584F80-A,262,2,88.19999999999999,2,2,2,6,At Risk
10587F1F-1,216,3,232.66,3,3,4,10,Loyal
1058A207-9,74,1,122.06,4,1,2,7,Potential Loyalist
1058A739-2,389,2,98.0,2,2,2,6,At Risk
1058AF7D-B,58,10,666.73,4,4,4,12,Champions
1058CEF6-5,153,2,85.75,3,2,2,7,Potential Loyalist
1058DE2B-C,118,1,52.13,3,1,1,5,At Risk
1058F18B-6,7,3,437.71,4,3,4,11,Champions
10596C42-6,491,4,273.83,1,4,4,9,Loyal
1059D775-E,310,2,120.53,2,2,2,6,At Risk
105A34A9-8,346,1,49.0,2,1,1,4,Lost
105A76E9-6,127,2,121.71000000000001,3,2,2,7,Potential Loyalist
105AA180-2,3,1,41.65,4,1,1,6,At Risk
105AD061-8,542,1,36.75,1,1,1,3,Lost
105BCC9D-6,690,1,96.49,1,1,2,4,Lost
105C62F8-A,130,2,93.1,3,2,2,7,Potential Loyalist
105C711F-E,21,1,49.0,4,1,1,6,At Risk
105CB1B6-3,4,7,387.64,4,4,4,12,Champions
105CB1B8-8,211,1,120.08,3,1,2,6,At Risk
105CBE92-C,601,1,123.9,1,1,3,5,At Risk
105D0793-0,498,2,95.55,1,2,2,5,At Risk
105D3ABE-9,343,2,111.06,2,2,2,6,At Risk
105D5121-1,108,2,107.52000000000001,3,2,2,7,Potential Loyalist
105D7D1C-3,672,1,49.0,1,1,1,3,Lost
105D8877-2,314,2,88.2,2,2,2,6,At Risk
105D9333-3,695,1,46.55,1,1,1,3,Lost
105DC72B-8,491,2,116.02,1,2,2,5,At Risk
105DD39E-D,94,7,501.75,3,4,4,11,Champions
105DD48D-2,21,2,213.34,4,2,3,9,Loyal
105EC2CC-5,445,1,49.0,1,1,1,3,Lost
105ED819-E,533,1,90.49,1,1,2,4,Lost
105EE8FB-F,289,2,160.34,2,2,3,7,Potential Loyalist
105F42D7-A,130,2,93.57,3,2,2,7,Potential Loyalist
105F61DF-9,45,2,206.16,4,2,3,9,Loyal
105F99DB-F,4,5,372.25,4,4,4,12,Champions
10604B80-A,227,2,83.30000000000001,2,2,2,6,At Risk
10605E5A-3,320,2,80.85,2,2,2,6,At Risk
10609EAD-B,199,2,83.3,3,2,2,7,Potential Loyalist
1060BB05-A,410,2,163.95,2,2,3,7,Potential Loyalist
1060BC08-7,87,3,308.77,4,3,4,11,Champions
10611433-9,180,3,247.12,3,3,4,10,Loyal
1061650F-F,545,1,46.55,1,1,1,3,Lost
1061ABBA-7,112,11,609.64,3,4,4,11,Champions
10621A19-4,648,1,49.0,1,1,1,3,Lost
1062E6FF-0,40,5,240.1,4,4,4,12,Champions
1062E8BC-4,86,1,53.41,4,1,1,6,At Risk
10635500-1,591,1,41.65,1,1,1,3,Lost
1063556B-E,382,3,154.23,2,3,3,8,Potential Loyalist
10638537-E,181,1,44.1,3,1,1,5,At Risk
1064005C-3,59,2,249.17,4,2,4,10,Loyal
10642EBC-8,85,3,152.16,4,3,3,10,Loyal
106451C1-0,558,1,99.2,1,1,2,4,Lost
10645A6F-F,541,4,528.9200000000001,1,4,4,9,Loyal
10647416-2,105,7,349.69,3,4,4,11,Champions
1064C74F-0,217,3,318.06,3,3,4,10,Loyal
1064CFF2-D,280,3,256.03999999999996,2,3,4,9,Loyal
1064E7D6-E,312,1,168.28,2,1,3,6,At Risk
1064F7C5-3,106,2,78.4,3,2,2,7,Potential Loyalist
10650E87-7,390,2,237.31,2,2,4,8,Potential Loyalist
106516C8-3,58,2,100.68,4,2,2,8,Potential Loyalist
10651CAD-4,710,1,44.1,1,1,1,3,Lost
10656303-B,71,2,90.65,4,2,2,8,Potential Loyalist
1065CDF6-0,722,1,39.2,1,1,1,3,Lost
10662CBB-1,384,2,115.31,2,2,2,6,At Risk
10663184-4,258,3,227.55,2,3,4,9,Loyal
10668017-1,82,4,267.86,4,4,4,12,Champions
1066B3CC-6,185,2,90.65,3,2,2,7,Potential Loyalist
1066ED12-8,729,1,130.39,1,1,3,5,At Risk
106725B0-B,358,2,161.6,2,2,3,7,Potential Loyalist
106725FA-E,120,1,49.0,3,1,1,5,At Risk
106786C7-5,246,2,142.41,2,2,3,7,Potential Loyalist
10678F07-2,4,4,186.2,4,4,3,11,Champions
1067A227-4,135,3,173.0,3,3,3,9,Loyal
1067CB36-4,474,3,181.1,1,3,3,7,Potential Loyalist
1067FDB9-1,416,2,98.0,1,2,2,5,At Risk
106810E2-D,335,1,44.1,2,1,1,4,Lost
1068484C-5,546,1,65.66,1,1,2,4,Lost
106865F8-D,19,1,58.89,4,1,2,7,Potential Loyalist
1068D631-2,292,2,112.46000000000001,2,2,2,6,At Risk
10691F9B-0,415,2,126.81,2,2,3,7,Potential Loyalist
106975FC-7,717,2,183.65,1,2,3,6,At Risk
106A0841-0,531,1,49.0,1,1,1,3,Lost
106A6A1B-0,255,4,294.94,2,4,4,10,Loyal
106A7C5B-A,26,1,99.76,4,1,2,7,Potential Loyalist
106A8809-F,133,2,128.39999999999998,3,2,3,8,Potential Loyalist
106ADD3F-A,184,2,125.8,3,2,3,8,Potential Loyalist
106B2226-0,69,4,327.19,4,4,4,12,Champions
106B9C95-E,484,1,102.84,1,1,2,4,Lost
106BC3B2-7,185,2,93.1,3,2,2,7,Potential Loyalist
106BC600-1,164,2,121.9,3,2,2,7,Potential Loyalist
106C149A-9,574,2,135.89999999999998,1,2,3,6,At Risk
106CB9FC-1,268,2,117.88,2,2,2,6,At Risk
106CD6AF-8,636,1,49.0,1,1,1,3,Lost
106D33EA-4,652,1,49.0,1,1,1,3,Lost
106D6F86-7,18,4,378.99,4,4,4,12,Champions
106DAEFD-2,122,2,128.47,3,2,3,8,Potential Loyalist
106EAFDC-A,667,1,49.0,1,1,1,3,Lost
106ED3CA-1,466,1,49.0,1,1,1,3,Lost
106EF6BC-2,8,39,3016.23,4,4,4,12,Champions
106EF8A5-3,499,1,49.0,1,1,1,3,Lost
106EF98A-0,81,3,202.12,4,3,3,10,Loyal
106F1A37-4,123,7,464.69,3,4,4,11,Champions
106F5425-7,414,4,349.19,2,4,4,10,Loyal
106FB54B-6,359,4,219.54999999999998,2,4,3,9,Loyal
106FC253-C,29,14,885.5500000000001,4,4,4,12,Champions
10705FC6-C,445,1,58.23,1,1,2,4,Lost
1070D6A7-4,40,2,149.74,4,2,3,9,Loyal
10713293-A,122,3,294.01,3,3,4,10,Loyal
10715293-3,158,1,111.61,3,1,2,6,At Risk
10716F20-C,3,2,109.37,4,2,2,8,Potential Loyalist
107175C2-C,97,5,342.42,3,4,4,11,Champions
107187D9-2,386,3,287.65999999999997,2,3,4,9,Loyal
1071D660-B,83,4,244.54000000000002,4,4,4,12,Champions
10721576-1,484,1,49.0,1,1,1,3,Lost
10735BFE-4,73,6,292.42,4,4,4,12,Champions
1073FB38-1,553,2,251.19,1,2,4,7,Potential Loyalist
107403FA-F,207,1,52.86,3,1,1,5,At Risk
107462D4-B,31,1,46.55,4,1,1,6,At Risk
10747F51-4,130,8,442.85,3,4,4,11,Champions
1074BA83-3,202,1,112.65,3,1,2,6,At Risk
1074E8EB-2,564,1,49.0,1,1,1,3,Lost
1074F2C0-6,194,3,313.65999999999997,3,3,4,10,Loyal
107507DE-5,523,2,215.11,1,2,3,6,At Risk
10751C56-7,602,1,128.65,1,1,3,5,At Risk
10756DCA-6,429,3,283.32,1,3,4,8,Potential Loyalist
1075764B-D,55,7,426.46,4,4,4,12,Champions
10759ACD-6,231,2,100.4,2,2,2,6,At Risk
10760211-6,31,4,360.76,4,4,4,12,Champions
10762488-B,249,3,313.48,2,3,4,9,Loyal
107658A1-4,276,2,124.96,2,2,3,7,Potential Loyalist
1076C987-3,66,2,146.73000000000002,4,2,3,9,Loyal
10772098-A,590,2,151.86,1,2,3,6,At Risk
1077C18D-3,651,1,205.23,1,1,3,5,At Risk
1077C52B-B,325,2,90.65,2,2,2,6,At Risk
1077CE07-C,328,1,144.65,2,1,3,6,At Risk
1077DCDA-4,167,2,101.32,3,2,2,7,Potential Loyalist
1077FB99-9,187,4,317.32,3,4,4,11,Champions
107858F9-8,563,2,118.99000000000001,1,2,2,5,At Risk
1078C4DF-9,2,1,46.55,4,1,1,6,At Risk
1079120B-E,8,5,312.40999999999997,4,4,4,12,Champions
107983C6-5,377,1,139.9,2,1,3,6,At Risk
1079EFDC-8,420,1,67.71,1,1,2,4,Lost
107A1FF5-1,636,1,49.0,1,1,1,3,Lost
107A2AD7-5,370,2,142.8,2,2,3,7,Potential Loyalist
107A3217-3,687,1,44.1,1,1,1,3,Lost
107ABA70-1,214,2,183.04000000000002,3,2,3,8,Potential Loyalist
107ADC5B-7,120,1,49.0,3,1,1,5,At Risk
107ADE86-D,661,1,49.0,1,1,1,3,Lost
107AF341-A,492,1,59.73,1,1,2,4,Lost
107B16D7-E,79,1,56.44,4,1,2,7,Potential Loyalist
107B6933-A,647,1,49.0,1,1,1,3,Lost
107BDE00-B,133,4,251.76,3,4,4,11,Champions
107C025C-A,700,1,135.05,1,1,3,5,At Risk
107CCD37-3,32,4,493.54,4,4,4,12,Champions
107CE937-9,321,2,100.72999999999999,2,2,2,6,At Risk
107E16CC-9,352,1,72.85,2,1,2,5,At Risk
107E58CF-9,86,1,46.55,4,1,1,6,At Risk
107E8290-A,395,1,75.29,2,1,2,5,At Risk
107F0C28-D,46,6,396.45,4,4,4,12,Champions
107F2ED0-E,207,6,411.79,3,4,4,11,Champions
107F8C40-B,331,1,76.7,2,1,2,5,At Risk
107FB33F-7,31,3,281.11,4,3,4,11,Champions
108025DB-C,607,1,49.0,1,1,1,3,Lost
108027F4-E,347,1,69.06,2,1,2,5,At Risk
1080371E-A,544,1,49.0,1,1,1,3,Lost
108039A1-8,115,5,256.75,3,4,4,11,Champions
1080B783-0,53,4,351.35,4,4,4,12,Champions
1080D663-1,715,1,39.2,1,1,1,3,Lost
108109B5-4,13,6,284.48,4,4,4,12,Champions
10817B48-3,189,2,217.20000000000002,3,2,3,8,Potential Loyalist
10820C7D-C,95,1,49.0,3,1,1,5,At Risk
10821B2F-3,306,1,175.34,2,1,3,6,At Risk
108267CA-E,62,1,57.93,4,1,2,7,Potential Loyalist
1082704D-8,351,2,198.42,2,2,3,7,Potential Loyalist
10827131-0,144,2,88.64,3,2,2,7,Potential Loyalist
1082DF53-5,326,4,194.8,2,4,3,9,Loyal
1082E803-F,286,1,49.0,2,1,1,4,Lost
10838366-2,52,25,1795.78,4,4,4,12,Champions
10838E6D-B,539,1,132.14,1,1,3,5,At Risk
10838FFC-F,115,2,191.37,3,2,3,8,Potential Loyalist
1083BE06-4,485,1,49.0,1,1,1,3,Lost
1083F5DE-7,279,1,121.17,2,1,2,5,At Risk
10846404-6,41,9,522.6,4,4,4,12,Champions
10848127-0,235,1,46.55,2,1,1,4,Lost
1084A276-3,435,1,79.7,1,1,2,4,Lost
1084D62E-2,556,1,49.0,1,1,1,3,Lost
10854D06-3,405,1,46.55,2,1,1,4,Lost
10857561-B,252,1,46.55,2,1,1,4,Lost
10857DC9-3,49,1,49.0,4,1,1,6,At Risk
1085A760-4,191,2,90.65,3,2,2,7,Potential Loyalist
108628A5-E,94,4,303.64,3,4,4,11,Champions
10863395-0,52,3,386.57,4,3,4,11,Champions
10863A99-D,220,1,160.86,3,1,3,7,Potential Loyalist
1086BC2E-0,44,5,247.94,4,4,4,12,Champions
10876116-B,638,1,64.68,1,1,2,4,Lost
108763E0-0,150,3,192.07,3,3,3,9,Loyal
108788E1-8,367,2,176.75,2,2,3,7,Potential Loyalist
1087CD34-2,335,2,237.67000000000002,2,2,4,8,Potential Loyalist
10880A5B-3,108,1,46.55,3,1,1,5,At Risk
10883EE9-6,101,2,93.69,3,2,2,7,Potential Loyalist
10885CC0-F,167,4,194.7,3,4,3,10,Loyal
10887CBE-4,326,1,103.26,2,1,2,5,At Risk
10889496-5,702,1,56.78,1,1,2,4,Lost
10889CC3-E,132,4,183.75,3,4,3,10,Loyal
10889ED0-C,89,7,497.95,4,4,4,12,Champions
1088B841-8,449,2,202.49,1,2,3,6,At Risk
1088E132-D,100,3,262.29999999999995,3,3,4,10,Loyal
1089A341-B,162,1,86.08,3,1,2,6,At Risk
1089D071-2,60,5,284.56,4,4,4,12,Champions
108A2995-F,229,2,282.14,2,2,4,8,Potential Loyalist
108A627A-4,313,1,49.0,2,1,1,4,Lost
108A79EA-B,78,4,441.36,4,4,4,12,Champions
108A8C96-8,223,1,65.86,2,1,2,5,At Risk
108AAD81-E,64,2,88.2,4,2,2,8,Potential Loyalist
108AB4DE-4,63,11,856.11,4,4,4,12,Champions
108ABB5C-0,120,3,136.43,3,3,3,9,Loyal
108BEB1E-8,84,3,182.65,4,3,3,10,Loyal
108C1D87-7,462,1,41.65,1,1,1,3,Lost
108C4BF3-B,466,2,138.98000000000002,1,2,3,6,At Risk
108C79A6-B,218,2,94.85,3,2,2,7,Potential Loyalist
108C8E2F-0,487,1,46.55,1,1,1,3,Lost
108D2B9E-2,339,1,111.5,2,1,2,5,At Risk
108D42D4-F,161,3,148.92000000000002,3,3,3,9,Loyal
108D692F-6,576,1,49.0,1,1,1,3,Lost
108E994F-2,252,2,104.07,2,2,2,6,At Risk
108F0035-8,192,1,46.55,3,1,1,5,At Risk
108F4255-2,76,8,517.69,4,4,4,12,Champions
108FA565-8,33,1,58.77,4,1,2,7,Potential Loyalist
108FD94B-B,254,2,224.8,2,2,4,8,Potential Loyalist
108FE758-8,173,5,417.90000000000003,3,4,4,11,Champions
10901292-7,355,1,49.0,2,1,1,4,Lost
10902254-7,377,1,135.05,2,1,3,6,At Risk
10902E93-9,167,1,159.46,3,1,3,7,Potential Loyalist
109046E3-6,67,3,155.8,4,3,3,10,Loyal
10907525-E,577,1,59.35,1,1,2,4,Lost
1090FF57-7,372,2,291.96000000000004,2,2,4,8,Potential Loyalist
10912215-C,87,2,210.79,4,2,3,9,Loyal
10912A8E-E,426,3,144.55,1,3,3,7,Potential Loyalist
109138BC-7,432,1,191.7,1,1,3,5,At Risk
10917A06-A,363,1,49.0,2,1,1,4,Lost
109200D3-D,465,2,187.1,1,2,3,6,At Risk
1092017F-3,213,1,49.0,3,1,1,5,At Risk
10920CDE-A,681,1,41.65,1,1,1,3,Lost
10925E59-7,261,5,290.1,2,4,4,10,Loyal
1092A1E3-5,600,2,130.64000000000001,1,2,3,6,At Risk
1092D479-0,443,1,79.88,1,1,2,4,Lost
109365AC-F,251,4,462.5,2,4,4,10,Loyal
10937EA4-D,275,1,188.1,2,1,3,6,At Risk
109388DF-6,417,2,93.1,1,2,2,5,At Risk
1093AB07-4,96,2,93.1,3,2,2,7,Potential Loyalist
1093DCC1-F,336,2,229.0,2,2,4,8,Potential Loyalist
1094421C-6,6,2,184.75,4,2,3,9,Loyal
1095163F-C,386,1,41.65,2,1,1,4,Lost
1095387D-B,334,2,215.56,2,2,3,7,Potential Loyalist
109539E0-D,645,1,39.46,1,1,1,3,Lost
10956205-A,313,2,105.63,2,2,2,6,At Risk
1095963B-5,493,1,46.55,1,1,1,3,Lost
1095A710-2,98,1,49.0,3,1,1,5,At Risk
1095BE2E-6,90,1,39.2,4,1,1,6,At Risk
1095D9FB-A,393,2,144.69,2,2,3,7,Potential Loyalist
1095FDE9-1,272,3,132.3,2,3,3,8,Potential Loyalist
109605AD-F,413,1,206.55,2,1,3,6,At Risk
10964851-F,1,52,3393.54,4,4,4,12,Champions
10964A5C-E,307,1,49.0,2,1,1,4,Lost
1096C1C3-4,689,2,93.1,1,2,2,5,At Risk
1096E9DE-B,101,5,431.77,3,4,4,11,Champions
10970762-9,312,2,140.23,2,2,3,7,Potential Loyalist
10972747-1,353,2,242.96,2,2,4,8,Potential Loyalist
1097390D-3,31,2,91.69,4,2,2,8,Potential Loyalist
109781F9-E,410,2,294.52,2,2,4,8,Potential Loyalist
109792A4-4,422,1,49.0,1,1,1,3,Lost
109797E1-B,104,7,341.65,3,4,4,11,Champions
10979FB5-7,268,1,49.33,2,1,1,4,Lost
1097EC45-8,499,2,98.0,1,2,2,5,At Risk
10983E1C-6,304,1,53.9,2,1,1,4,Lost
10987466-C,252,2,326.1,2,2,4,8,Potential Loyalist
109890F7-9,308,2,112.39,2,2,2,6,At Risk
1098D7A3-E,140,1,44.1,3,1,1,5,At Risk
1098D82E-6,19,2,115.58000000000001,4,2,2,8,Potential Loyalist
10991D3D-6,683,1,108.86,1,1,2,4,Lost
10996E40-5,669,1,49.0,1,1,1,3,Lost
1099B694-0,347,2,231.85,2,2,4,8,Potential Loyalist
1099C295-D,478,1,55.42,1,1,2,4,Lost
1099C635-D,639,1,76.17,1,1,2,4,Lost
1099D179-D,30,6,361.18,4,4,4,12,Champions
1099EEC6-5,458,1,101.27,1,1,2,4,Lost
109A01C4-D,430,1,65.87,1,1,2,4,Lost
109A48AD-2,69,1,44.1,4,1,1,6,At Risk
109A84AD-6,63,10,745.59,4,4,4,12,Champions
109A8A44-8,128,5,252.51,3,4,4,11,Champions
109A9D61-E,399,1,123.56,2,1,3,6,At Risk
109B8685-C,502,2,88.19999999999999,1,2,2,5,At Risk
109B99D0-3,292,2,182.63,2,2,3,7,Potential Loyalist
109B9D83-6,43,3,279.44,4,3,4,11,Champions
109BA746-8,658,1,46.55,1,1,1,3,Lost
109C1A7E-E,282,3,144.55,2,3,3,8,Potential Loyalist
109CDA2F-A,228,2,85.75,2,2,2,6,At Risk
109CF6F1-D,141,1,138.29,3,1,3,7,Potential Loyalist
109D7CD3-F,181,2,181.27,3,2,3,8,Potential Loyalist
109E8BE3-A,218,1,41.65,3,1,1,5,At Risk
109ECBA5-4,206,2,188.05,3,2,3,8,Potential Loyalist
109F00C7-A,645,1,67.3,1,1,2,4,Lost
109F8721-3,696,1,50.25,1,1,1,3,Lost
109FBE93-3,138,3,290.77,3,3,4,10,Loyal
10A03026-F,433,1,49.0,1,1,1,3,Lost
10A0627F-C,672,1,46.36,1,1,1,3,Lost
10A072CD-3,46,1,168.82,4,1,3,8,Potential Loyalist
10A11FD3-9,184,1,46.55,3,1,1,5,At Risk
10A170D3-E,46,2,139.72,4,2,3,9,Loyal
10A19D01-D,141,2,209.01999999999998,3,2,3,8,Potential Loyalist
10A1A784-1,105,8,557.03,3,4,4,11,Champions
10A1EF20-4,61,8,582.98,4,4,4,12,Champions
10A2D3AF-7,253,2,98.0,2,2,2,6,At Risk
10A2D5D9-5,239,1,44.1,2,1,1,4,Lost
10A3095F-F,39,1,44.1,4,1,1,6,At Risk
10A31388-6,30,1,112.87,4,1,2,7,Potential Loyalist
10A3285D-2,173,1,183.4,3,1,3,7,Potential Loyalist
10A384A2-2,271,2,142.17,2,2,3,7,Potential Loyalist
10A3C7AD-E,248,2,93.1,2,2,2,6,At Risk
10A3EA4B-5,671,1,49.0,1,1,1,3,Lost
10A43F22-8,156,1,46.55,3,1,1,5,At Risk
10A4CF9B-C,651,1,162.71,1,1,3,5,At Risk
10A4F7F8-1,57,2,181.95,4,2,3,9,Loyal
10A587E2-D,433,1,79.85,1,1,2,4,Lost
10A59CFE-5,727,1,41.65,1,1,1,3,Lost
10A5C5E0-1,566,1,39.2,1,1,1,3,Lost
10A5DD59-E,26,1,92.25,4,1,2,7,Potential Loyalist
10A5F9F6-7,580,2,307.84,1,2,4,7,Potential Loyalist
10A5FE55-E,299,1,121.91,2,1,2,5,At Risk
10A614E3-A,164,1,49.0,3,1,1,5,At Risk
10A6150A-F,260,3,272.31,2,3,4,9,Loyal
10A62E5A-A,88,1,44.1,4,1,1,6,At Risk
10A6ED67-3,24,3,216.39,4,3,3,10,Loyal
10A73D51-9,299,9,596.28,2,4,4,10,Loyal
10A73E5E-1,186,1,49.0,3,1,1,5,At Risk
10A785D3-3,71,1,134.19,4,1,3,8,Potential Loyalist
10A7E9A1-B,150,2,98.17,3,2,2,7,Potential Loyalist
10A82DDB-9,70,1,49.0,4,1,1,6,At Risk
10A86BC6-8,671,1,49.51,1,1,1,3,Lost
10A8796B-A,60,5,232.39000000000001,4,4,4,12,Champions
10A892B0-B,226,2,95.21,2,2,2,6,At Risk
10A8CD60-6,551,1,44.1,1,1,1,3,Lost
10A8F108-1,264,1,71.98,2,1,2,5,At Risk
10A9391D-B,605,2,146.72,1,2,3,6,At Risk
10AA6B84-C,471,2,131.81,1,2,3,6,At Risk
10AAE92A-4,167,1,49.0,3,1,1,5,At Risk
10AB01C2-9,113,4,308.77,3,4,4,11,Champions
10AB2F80-7,401,1,49.0,2,1,1,4,Lost
10AB42DF-7,11,4,291.45,4,4,4,12,Champions
10AB4A62-0,448,1,191.25,1,1,3,5,At Risk
10AB5BD9-A,10,3,328.53,4,3,4,11,Champions
10AB5F25-3,227,1,57.26,2,1,2,5,At Risk
10AB8EE6-6,482,2,179.89000000000001,1,2,3,6,At Risk
10AB9DB1-A,58,3,170.07,4,3,3,10,Loyal
10AC04A7-D,701,1,46.55,1,1,1,3,Lost
10AC8437-4,35,2,85.75,4,2,2,8,Potential Loyalist
10AC9D59-F,642,1,165.18,1,1,3,5,At Risk
10ACB857-8,45,4,446.08000000000004,4,4,4,12,Champions
10AD2E06-E,447,1,178.96,1,1,3,5,At Risk
10AD59EB-5,380,1,44.1,2,1,1,4,Lost
10AD8037-2,576,2,95.55,1,2,2,5,At Risk
10ADF133-1,685,1,41.65,1,1,1,3,Lost
10AE2BB1-8,15,7,446.72,4,4,4,12,Champions
10AE2DFC-3,75,4,425.4,4,4,4,12,Champions
10AE82D6-1,58,4,404.07,4,4,4,12,Champions
10AE964D-8,374,1,41.65,2,1,1,4,Lost
10AF0CD9-5,159,2,89.7,3,2,2,7,Potential Loyalist
10AF0CF3-6,211,1,79.91,3,1,2,6,At Risk
10AF14C9-8,111,24,1751.84,3,4,4,11,Champions
10AF156A-0,310,2,90.65,2,2,2,6,At Risk
10AF2AE5-C,662,1,46.55,1,1,1,3,Lost
10AF6F15-6,282,2,93.1,2,2,2,6,At Risk
10AF6F34-9,496,1,55.58,1,1,2,4,Lost
10AF7449-A,212,1,41.65,3,1,1,5,At Risk
10AFC334-5,279,2,88.19999999999999,2,2,2,6,At Risk
10AFCD4C-5,5,2,92.75,4,2,2,8,Potential Loyalist
10B0221A-6,173,1,46.55,3,1,1,5,At Risk
10B0242B-3,42,1,39.2,4,1,1,6,At Risk
10B05C8A-A,225,4,228.84,2,4,4,10,Loyal
10B08AAC-0,36,3,157.32999999999998,4,3,3,10,Loyal
10B0913E-4,124,5,230.3,3,4,4,11,Champions
10B0E609-A,140,2,128.01,3,2,3,8,Potential Loyalist
10B14070-E,340,2,94.99000000000001,2,2,2,6,At Risk
10B151B7-3,15,1,92.55,4,1,2,7,Potential Loyalist
10B1797A-C,225,5,300.26,2,4,4,10,Loyal
10B1A971-C,154,4,315.73,3,4,4,11,Champions
10B21C00-5,600,1,84.38,1,1,2,4,Lost
10B238D5-E,601,1,46.55,1,1,1,3,Lost
10B26D9D-F,367,4,251.75,2,4,4,10,Loyal
10B27784-2,81,2,107.09,4,2,2,8,Potential Loyalist
10B2C313-A,532,2,101.33,1,2,2,5,At Risk
10B346D4-E,537,1,46.55,1,1,1,3,Lost
10B36616-7,76,11,780.85,4,4,4,12,Champions
10B3C070-0,176,2,264.01,3,2,4,9,Loyal
10B3F34F-E,50,14,819.02,4,4,4,12,Champions
10B44479-A,160,1,194.92,3,1,3,7,Potential Loyalist
10B48D33-5,27,4,459.99,4,4,4,12,Champions
10B492D6-5,10,5,437.37,4,4,4,12,Champions
10B4CBB9-0,453,2,213.95000000000002,1,2,3,6,At Risk
10B4EB8F-C,51,9,591.43,4,4,4,12,Champions
10B4F0E4-8,551,1,49.0,1,1,1,3,Lost
10B5F6DD-8,57,3,262.13,4,3,4,11,Champions
10B5F751-F,239,2,101.08,2,2,2,6,At Risk
10B62402-F,35,4,317.71000000000004,4,4,4,12,Champions
10B706BE-5,186,1,196.08,3,1,3,7,Potential Loyalist
10B74365-A,441,1,57.99,1,1,2,4,Lost
10B7A2B3-E,682,1,53.26,1,1,1,3,Lost
10B7C570-5,275,4,183.75,2,4,3,9,Loyal
10B7DE33-D,56,3,151.17000000000002,4,3,3,10,Loyal
10B83D9E-6,241,2,239.76,2,2,4,8,Potential Loyalist
10B85DC3-5,655,2,183.38,1,2,3,6,At Risk
10B90EBF-6,612,1,149.13,1,1,3,5,At Risk
10B91CB1-1,238,1,81.3,2,1,2,5,At Risk
10B92338-8,205,3,363.88,3,3,4,10,Loyal
10B923A0-7,89,3,147.89,4,3,3,10,Loyal
10B92D22-7,467,2,138.68,1,2,3,6,At Risk
10B92EB3-F,54,5,334.07,4,4,4,12,Champions
10B97BE2-A,171,4,327.57,3,4,4,11,Champions
10B9CC96-2,43,7,387.99,4,4,4,12,Champions
10BA2320-5,581,1,49.0,1,1,1,3,Lost
10BA4973-D,148,4,418.11,3,4,4,11,Champions
10BA5A7E-B,29,28,2127.45,4,4,4,12,Champions
10BA6097-D,353,2,123.94999999999999,2,2,3,7,Potential Loyalist
10BA7DF6-8,379,2,203.45,2,2,3,7,Potential Loyalist
10BAA519-C,648,1,152.81,1,1,3,5,At Risk
10BB06A7-A,180,1,49.0,3,1,1,5,At Risk
10BB3F4E-3,553,2,93.1,1,2,2,5,At Risk
10BB3FAC-B,242,6,559.47,2,4,4,10,Loyal
10BB59E7-0,151,3,369.58,3,3,4,10,Loyal
10BC1D2A-2,16,2,85.75,4,2,2,8,Potential Loyalist
10BC6B11-7,167,4,274.62,3,4,4,11,Champions
10BC709B-3,52,4,256.29,4,4,4,12,Champions
10BCA46F-7,384,3,158.82,2,3,3,8,Potential Loyalist
10BD2D9E-F,87,6,504.58000000000004,4,4,4,12,Champions
10BD55A7-C,31,4,189.9,4,4,3,11,Champions
10BD7A38-F,113,5,225.4,3,4,4,11,Champions
10BD9A6E-9,302,2,95.55,2,2,2,6,At Risk
10BDADD5-A,18,4,250.21,4,4,4,12,Champions
10BDC842-C,337,2,113.63,2,2,2,6,At Risk
10BDCDF3-5,416,1,49.0,1,1,1,3,Lost
10BDEA33-1,1,4,360.67,4,4,4,12,Champions
10BE0300-D,562,1,46.55,1,1,1,3,Lost
10BE6669-F,100,1,63.5,3,1,2,6,At Risk
10BF2D96-4,477,1,44.1,1,1,1,3,Lost
10BF37F5-5,534,1,74.8,1,1,2,4,Lost
10BF84B5-F,371,2,98.0,2,2,2,6,At Risk
